countyName,cityName,HotelName,HotelRating,Address,HotelFacilities,Description
Albania,Albanien,Prince,ThreeStar,400m nga Casa Italia Tiranë ,Bar / Lounge Free Wireless Internet access (inroom) Restaurant Air Conditioned Flat screen TV (LCD  LED or Plasma TV) Tour desk Air Condition in rooms Bathtub or shower TV Channels Hairdryer Fridge Private bathrooms,"<p><b>Property Location</b> <br />Located in Tirana, Prince Hotel is close to Tirana Expo Centre and Ministry of Justice.  This hotel is within close proximity of National Museum of History and National Bank of Albania.</p><p><b>Rooms</b> <br />Make yourself at home in one of the air-conditioned rooms featuring LCD televisions. Satellite television is provided for your entertainment. Bathrooms have showers and hair dryers.</p><p><b>Dining</b> <br />Enjoy a satisfying meal at a restaurant serving guests of Prince Hotel. Quench your thirst with your favorite drink at a bar/lounge.</p>"
Albania,Albanien,Miniri,ThreeStar,"Rruga E Dibres ,3 TIRANA ",Hotel,This charming hotel is in Tirana. There are a total of 36 rooms at Miniri. Miniri is not a pet-friendly establishment.
Albania,Albanien,Lido Hotel,ThreeStar,Lagja 2 Rruga Aleksander Goga Durres ,thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized invoice provided physical distancing rules followed contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Key card access shared lounge/TV area Shared kitchen Special diet menus (on request) Private check-in/check-out Air conditioning Non-smoking throughout Free WiFi wifi Luggage storage Fax/photocopying Heating Packed lunches Soundproof rooms Currency exchange internet services Ironing service breakfast in the room Family rooms Laundry Non-smoking rooms Bar meeting/banquet facilities Room service Pets allowed Key access Happy hour Pub crawls coffee house on site Fruits Wine/champagne Kid meals wifi available in all areas grocery deliveries Daily housekeeping,"Located in the centre of Durrës, Hotel Lido provides air-conditioned accommodation and an on-site bar and restaurant. Free Wi-Fi and parking are provided.

All rooms offer satellite TV, a phone and a wardrobe. Private bathroom offers a shower and hairdryer.

The Hotel Lido restaurant and bar that serve traditional cuisine and a wide selection of drinks. There is also a lobby bar and a conference room.

The beach can be reached in just a short walk, while the centre of town with numerous shops, bars and restaurants is also juts a few steps away.

The city of Tirana can be reached in 35 km, while Tirana International Airport is 20 km away. Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.
Due to Coronavirus (COVID-19), this property adheres to strict physical distancing measures.
Due to Coronavirus (COVID-19), please ensure that you are only booking this property following the local government guidelines of the destination, including but not limited to the purpose of travel, and maximum allowed group size.
Due to Coronavirus (COVID-19), wearing a face mask is mandatory in all indoor common areas.
Bar is closed from Fri 03 Feb 2023 until Sun 30 Apr 2023"
Albania,Albanien,City Hotel Tirana,ThreeStar,Rruga Ismail Qemali 8 1 Tirana ,ATM/banking Offsite parking reservations required Laundry facilities Number of coffee shops/cafes - 1 Snack bar/deli Coffee/tea in common areas Smoke-free property Safe-deposit box at front desk Breakfast available (surcharge) 24-hour front desk Business center Multilingual staff Porter/bellhop Express check-out Distance from property (ft) - 500 Luggage storage Wheelchair accessible  no Airport transportation (surcharge) Tours/ticket assistance Stair-free path to entrance Number of bars/lounges - 1 Free WiFi Television in common areas Number of meeting rooms - 1 Express check-in Vending machine Distance from property (meters) - 152 Dry cleaning/laundry service Concierge services,"<p>HeadLine : Near Pyramid</p><p>Location : With a stay at City Hotel Tirana, you ll be centrally located in Tirana, within a 10-minute walk of Pyramid and Toptani Shopping Center.  This hotel is 0.5 mi (0.8 km) from University of Tirana and 0.7 mi (1.1 km) from Municipality of Tirana.</p><p>Rooms : Make yourself at home in one of the 16 air-conditioned rooms featuring minibars and LCD televisions. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Private bathrooms with showers feature rainfall showerheads and complimentary toiletries. Conveniences include phones, as well as safes and desks.</p><p>Dining : Satisfy your appetite at the hotel s coffee shop/cafe, or stop in at the snack bar/deli. Quench your thirst with your favorite drink at the bar/lounge. Buffet breakfasts are available daily from 7:30 AM to 10 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>The name on the credit card used at check-in to pay for incidentals must be the primary name on the guestroom reservation</li><li>Tax ID - L41629007G</li><li>This property accepts credit cards, debit cards, and cash</li><li>Long-term renters welcome</li><li>Safety features at this property include a fire extinguisher, a smoke detector, a security system, a first aid kit, and window guards</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). To arrange pick-up, guests must contact the property 24 hours prior to arrival, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>"
Albania,Albanien,Mai Tai Resort,All,Rruga e Elbasanit Lunder km 7Tirana ,Swimming pool Fire extinguishers CCTV in common areas Smoke alarms Security alarm Key card access Key access 24-hour security Swimming pool Fence around pool Sun umbrellas sun loungers or beach chairs Fruits Wine/champagne Currency exchange Valet parking lift internet services Free parking Ironing service breakfast in the room dry cleaning Laundry Non-smoking rooms Garden 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking Pool cover Pool Bar Pool with view Accessible parking Parking garage secured parking Swimming pool toys wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area Lockers nightclub/dj Entertainment staff outdoor pool (seasonal) Snack Bar designated smoking area Air conditioning Free WiFi Outdoor pool wifi Luggage storage Heating BBQ facilities Soundproof rooms,"Situated in Tirana, 8.1 km from Skanderbeg Square, Mai Tai Resort features accommodation with a seasonal outdoor swimming pool, free private parking, a garden and a shared lounge. Featuring a bar, the property is located within 10 km of Dajti Ekspres Cable Car. The accommodation offers room service, a 24-hour front desk and currency exchange for guests.

The rooms at the resort come with air conditioning, a seating area, a flat-screen TV with satellite channels, a safety deposit box and a private bathroom with a bidet, free toiletries and a hairdryer. All guest rooms have a desk.

Guests at Mai Tai Resort can enjoy an Italian breakfast. At the accommodation you will find a restaurant serving American, Greek and Italian cuisine. A vegetarian option can also be requested.

Former Residence of Enver Hoxha is 7.3 km from Mai Tai Resort, while Rock of Kavaje is 49 km from the property. The nearest airport is Tirana International Mother Teresa Airport, 20 km from the resort."
Albania,Albanien,Eklips Hotel,FourStar,Rruga Kabet Mjull Bathore National Road Tirana-ElbasanNear The Bridge Of FarkaIn Front of TEG ,mobile app for room service cashless payment available Swimming pool Fire extinguishers Security alarm Key card access Key access 24-hour security Shuttle service Swimming pool Fitness Sun umbrellas sun loungers or beach chairs airport drop off airport pick up Fruits Wine/champagne Pool Bar Heated pool Accessible parking Parking garage secured parking Kid meals water slide wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area airport shuttle (additional charge) Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out indoor pool (all year) outdoor pool (seasonal) ATM/cash machine on site Air conditioning Non-smoking throughout Free WiFi Outdoor pool Indoor pool wifi Fax/photocopying Packed lunches Hot tub/jacuzzi Currency exchange Valet parking Safety Deposit Box express check-in/check-out lift internet services Free parking Ironing service breakfast in the room Family rooms dry cleaning Laundry Airport shuttle Non-smoking rooms Terrace Garden Fitness centre Sauna 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking,"Resort Eklips in Tirana boasts 4-star accommodation with a seasonal outdoor swimming pool and a garden. Featuring a bar, the property is located within 7 km of Skenderberg Square. Local points of interest like Sky Tower and National Theatre of Opera and Ballet are reachable within 6 km.

At the resort, the rooms come with a desk. Featuring a private bathroom, rooms at Resort Eklips also feature a garden view. The units include a wardrobe.

A buffet breakfast is available every morning at the property. There is an in-house restaurant, which serves a variety of Mediterranean and European dishes and also offers Vegetarian options.

The reception can provide advice on the area in order to help guests plan their day. The accommodation offers a childrens playground.

National Arts Gallery is 6 km from Resort Eklips. Tirana Airport is 20 km from the property. indoor Swimming pool is closed from Wed 31 May 2023 until Sun 15 Oct 2023"
Albania,Albanien,Hotel Nobel Tirana,ThreeStar,Rruga Urani Pano Tiranë 1016 ,Concierge services ATM/banking Terrace Self parking (surcharge) Tours/ticket assistance Roll-in shower (in select rooms) Laundry facilities Snack bar/deli Wheelchair accessible parking Coffee/tea in common areas Smoke-free property Safe-deposit box at front desk Number of bars/lounges - 1 Free WiFi Television in common areas Breakfast available (surcharge) 24-hour front desk Multilingual staff Express check-in Express check-out Luggage storage Airport transportation (surcharge) Dry cleaning/laundry service,"<p>HeadLine : Near National Arts Gallery</p><p>Location : A stay at Nobel Hotel places you in the heart of Tirana, within a 5-minute walk of Ministry of Justice and National Arts Gallery.  This hotel is 0.6 mi (0.9 km) from Ministry of Defense and 0.7 mi (1.1 km) from Skanderbeg Square.</p><p>Rooms : Make yourself at home in one of the 10 individually decorated guestrooms, featuring refrigerators and LCD televisions. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Grab a bite from the snack bar/deli serving guests of Nobel Hotel. Wrap up your day with a drink at the bar/lounge. Buffet breakfasts are available daily from 7:30 AM to 10 AM for a fee.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>The name on the credit card used at check-in to pay for incidentals must be the primary name on the guestroom reservation</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). Guests must contact the property with arrival details before travel, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>"
Albania,Albanien,Palma Hotel,ThreeStar,IN FRON OF MAGALEMI BERAT ,Breakfast buffet Breakfast TV lounge Air conditioning in Restaurant Smoking area Restaurant Bar Currency exchange facilities Hotel safe Air conditioning in public areas Laundry service Mobile phone coverage Visa MasterCard American Express Hotel,"The hotel is conveniently situated in the centre of Berat, overlooking both Berat Castle and the old quarter of Gorica. Osum River is just a half-hour walk or a 4-minute drive away. Places of interest include the Church of St. Mary of Blachernae, which is inside Berat Castle and dates back to the 13th century. Tirana International Airport is about 82 km away.

This small, air-conditioned city hotel has spectacular views and offers 24 rooms. Amenities include a 24-hour reception, a hotel safe, currency exchange facilities and a TV lounge. Guests can enjoy a drink at the bar and dine in the restaurant. Both wireless Internet access and parking are available. Guests can make use of the laundry services and the hotel also has wheelchair access.

All rooms feature a shower, bath and hairdryer, as well as a double bed, satellite/cable TV, a hifi and Internet access. Additional amenities include a safe, a minibar, a fridge, air conditioning, central heating and a balcony.

A buffet breakfast is served each morning."
Albania,Albanien,Best Western Nov Hotel,FourStar,Rr.Gjin Bue Shpata Nearby Selman Stermasi StadiumTirana ,Street parking Private parking Parking onsite Daily housekeeping Lockers Trouser press Snack bar/deli Designated smoking areas Air conditioning Non-smoking throughout Free WiFi Free WiFi Luggage storage Fax/photocopying Heating Car hire Express check-in Elevator/lift Internet access Ironing service Family rooms Barber/beauty shop Dry cleaning/laundry service Laundry facilities Non-smoking rooms Terrace 24-hour front desk Bar/lounge Room service Pets allowed Free self parking,"Located near the centre of Tirana and the vibrant Blloku District, the 4-star Best Western Nov Hotel features elegantly decorated accommodation with free Wi-Fi and free private parking. LCD satellite TV and a balcony are standard facilities in all units.

Carpeted floors, a desk and a minibar are featured in all rooms and suites at the Nov Hotel. The private bathroom comes with hairdryer, slippers and bathrobes.

Selman Stërmasi Stadium is right next to the hotel, and the city centre is within a 10-minute walk from the hotel. The popular Tirana Lake is a 15-minute walk away, while Dajti Mountain National Park can be reached in 20 minutes via cable car.

Attended 24 hours a day, the hotels front desk offers dry cleaning and currency exchange services on site. A selection of local drinks is available at the bar.

Tirana Airport is 20 km away. Best Western Nov Hotel offers airport transfer service at an extra charge and upon request."
Albania,Albanien,Tomorri,ThreeStar,QUARTER 22 NENTORI BERAT ,Restaurant Bar Lift access Air conditioning in public areas Laundry service Balcony Central heating Individually adjustable air conditioning Minibar TV Direct dial telephone Hairdryer Shower Bathroom Hotel Conference room,"The hotel is located very close to centre of Berat, less than 2 km (about 20 minutes' walk) away. Tirana is 127 km from the hotel. The nearby airport, Kucove Airport, is only 10.8 km away.

The architecture of the hotel is typical of the communist style, surrounded by tall palm trees. Built in 1975, the hotel offers guests 30 years' experience of service and tradition. The view from the terrace on the top floor, overlooking the old Mangalemi and Gorica districts, is spectacular.

The hotel provides convenient accommodation units."
Albania,Albanien,Dinasty Hotel Rezidence,FourStar,Rruga Margarita Tutulani In front of Dinamo Traing GrowdTirana ,Concierge services Access to nearby outdoor pool Wheelchair accessible path of travel Terrace Free valet parking Free self parking elevator Laundry facilities Number of coffee shops/cafes - 2 Snack bar/deli Coffee/tea in common areas Safe-deposit box at front desk Barbecue grill(s) Daily Library 24-hour front desk Business center Multilingual staff Express check-out Free breakfast Luggage storage Airport transportation (surcharge) Fireplace in lobby Accessible bathroom (in select rooms) Tours/ticket assistance Wedding services Roll-in shower (in select rooms) Free newspapers in lobby Wheelchair accessible parking In-room accessibility (in select rooms) Garden Assistive listening devices available Designated smoking areas Number of bars/lounges - 2 Free WiFi Television in common areas Free wired Internet Number of meeting rooms - 1 Free reception Airport transportation Express check-in Babysitting or childcare (free) Free long-term parking Dry cleaning/laundry service,"<p>HeadLine : Near Artificial Lake Park Playground</p><p>Location : A stay at Dinasty Hotel places you in the heart of Tirana, within a 10-minute walk of Artificial Lake Park Playground and Grand Park of Tirana.  This 4-star hotel is 2 mi (3.2 km) from Ministry of Defense and 1.3 mi (2.1 km) from Skanderbeg Square.</p><p>Rooms : Make yourself at home in one of the 28 individually decorated guestrooms, featuring refrigerators and LCD televisions. Rooms have private balconies or patios. Complimentary wired and wireless Internet access keeps you connected, and satellite programming provides entertainment. Private bathrooms with shower/tub combinations feature deep soaking bathtubs and rainfall showerheads.</p><p>Dining : Grab a bite to eat at one of the hotel s 2 restaurants, or stay in and take advantage of the 24-hour room service. Snacks are also available at the 2 coffee shops/cafes. Mingle with other guests at the complimentary reception, held daily. Relax with a refreshing drink at one of the 2 bars/lounges. For your convenience, a complimentary breakfast is served daily from 7:00 AM to 10:30 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts major credit cards</li>  </ul></p><p>Special Instructions : This property offers transfers from the airport (surcharges may apply). To arrange pick-up, guests must contact the property 48 hours prior to arrival, using the contact information on the booking confirmation. Front desk staff will greet guests on arrival.</p>"
Albania,Albanien,Bleart,FourStar,SHKEMBI KAVAJES DURRES ,Hotel MasterCard Visa EuroCard Bathroom Shower Hairdryer Direct dial telephone TV Minibar Car hire Room service Laundry service Multilingual staff Air conditioning in public areas Hotel safe Currency exchange facilities Lift access Sun terrace Gym Luggage room Dining area Private pool Private beach area Café Bar Restaurant Poolside snack bar Banquet hall Air conditioning in Restaurant Conference room Business centre Children playground Nightclub Sauna Steam bath Massage Spa treatments Breakfast À la carte dinner Jet ski Beach volleyball,"Hotel Bleart is a modern hotel located in a privileged zone of historical and touristic values at the same time. Whether you are travelling as a tourist or a businessperson, Hotel Bleart offers you all the amenities you are looking for!"
Albania,Albanien,Golden City Hotel,FourStar,Rrruga Him Kolli No 45 4 mbrap Big MarketTirane ,Room service Bar 24-hour front desk Sauna Garden Airport shuttle Business centre Facilities for disabled guests Family rooms breakfast in the room internet services express check-in/check-out Safety Deposit Box Spa and wellness centre Massage Karaoke Parking Soundproof rooms hammam Heating Fax/photocopying Luggage storage wifi Allergy-free room Free WiFi Air conditioning designated smoking area Snack Bar concierge service Entertainment staff Private check-in/check-out shuttle service (additional charge) airport shuttle (additional charge) Lockers shared lounge/TV area Evening entertainment grocery deliveries parking on site Private parking wifi available in all areas board games/puzzles Happy hour 24-hour security Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered face masks for guests available,"Golden City Hotel & Spa, Tirana is located in the heart of Tirana, just 300 metres from the main Skandaberg Square and all major sites. This luxuriously decorated hotel features a lounge bar, free Wi-Fi and free parking for all guests.

All rooms come with air-conditioning, a flat-screen TV with cable channels and a minibar. The private bathrooms feature a shower and free toiletries. Breakfast is served each day in the hotel dining room.

Guests can find numerous restaurants just a couple of steps from the Golden City. The famous Blloku neighbourhood offering vivid nightlife and cultural sites can be reached in 1 km.

Within walking distance, guests can find numerous business centres, government offices and embassies and entertainment areas.

The Railway Station can be found 1 km away, while the Main Bus Station is 900 metres away. Tirana Airport can be reached in 10 km."
Albania,Albanien,Brilant Antik Hotel,FourStar,Rruga Jeronim De Rade Nr 79 1001 Tirana ,Kid-friendly buffet Kid meals wifi available in all areas grocery deliveries Daily housekeeping Evening entertainment shared lounge/TV area Lockers airport shuttle (additional charge) Trouser press Special diet menus (on request) shuttle service (additional charge) Private check-in/check-out Snack Bar designated smoking area Air conditioning Non-smoking throughout Free WiFi Allergy-free room wifi Luggage storage Fax/photocopying Heating Bowling Car hire Packed lunches Canoeing Soundproof rooms Table tennis Billiards Massage Currency exchange Valet parking Safety Deposit Box express check-in/check-out internet services Ironing service breakfast in the room Family rooms dry cleaning Laundry Business centre Fishing Airport shuttle Non-smoking rooms Terrace 24-hour front desk Bar shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus bicycle rental Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Key access 24-hour security Live music/performance Tour or class about local culture Happy hour Walking tours Movie nights temporary art galleries Shuttle service meeting/banquet facilities Full body massage Hand massage Head massage Couples massage Foot massage Neck massage Back massage Outdoor furniture coffee house on site airport drop off Room service airport pick up Fruits Wine/champagne Accessible parking Restaurant Street parking Parking face masks for guests available thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas mobile app for room service physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas,"Located 500 metres from the Skanderbeg Square, the Brilant Antik Hotel offers individually designed rooms with free Wi-Fi, comfortable bedding and handmade furniture with carved details. The elegant restaurant with fireplace offers traditional Albanian specialities.

Each room comes with satellite TV, a minibar, desk and bathroom with shower and hairdryer.

Front desk of Hotel Brilant Antik is attended 24 hours a day and offers laundry service. A variety of local and international drinks can be sampled at the bar.

Main Bus Station is only 300 metres from the property, same as the National Museum and the Art Gallery. A vibrant area of Tirana with bars, clubs and restaurants is 1 km away.

Tirana Airport is at a distance of 24 km, and pick-up service can be arranged upon request. Please inform Brilant Antik Hotel in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply."
Albania,Albanien,Bermon,FourStar,"ALEKSANDER MOISIU, 12 TIRANE ",Breakfast buffet Café Multilingual staff Room service Housekeeping Wake-up service Safe Cable TV Shower Bathroom Visa MasterCard Hotel,"This lovely null can be found in Tirana. Nestled within 3. 5 kilometre(s) from the town centre, the null allows easy access to all this destination has to offer. The null is within 3. 5 kilometre(s) to main entertainment areas. Within 200 metres null will find links of transport that will allow them to explore the area. With a total of 15 null, this is a nice place to stay. Bermon Hotel offers Wi-Fi internet connection on-site. Bermon Hotel offers 24-hour reception for guests' convenience. Unfortunately, there are no null where null can ask for a cot for the little ones. Parking facilities are available for guests' convenience."
Albania,Albanien,Hotel Denver,ThreeStar,Prane Shkolles Se Policise Sauk Tirana ,staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning linens  towels and laundry washed in accordance with local authority guidelines Fire extinguishers 24-hour security wifi available in all areas Private parking parking on site designated smoking area Air conditioning Free WiFi wifi Luggage storage Currency exchange lift internet services Free parking Ironing service dry cleaning Laundry Non-smoking rooms Terrace Garden Bar Room service Pets allowed Restaurant Parking,"Set in Tirana, 4 km from Skanderbeg Square, Hotel Denver offers accommodation with a restaurant, free private parking, a bar and a garden. Featuring a terrace, the 3-star hotel has air-conditioned rooms with free WiFi. The accommodation features room service, luggage storage space and currency exchange for guests.

At the hotel, rooms include a wardrobe. At Hotel Denver all rooms have a desk, a flat-screen TV and a private bathroom.

An Italian breakfast is available every morning at the accommodation.

Dajti Ekspres Cable Car is 8 km from Hotel Denver, while Former Residence of Enver Hoxha is 5 km from the property. The nearest airport is Tirana International Airport Mother Teresa Airport, 17 km from the hotel. Please inform Hotel Denver in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property."
Albania,Albanien,Hotel Europa,ThreeStar,"Rruga Myslym Shyri, Nr 29. 1001 Tirana ",wifi available in all areas Smoke alarms staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available thermometers for guests provided by property face masks for guests available Private parking parking on site minimarket on site Air conditioning Free WiFi wifi Fax/photocopying internet services Non-smoking rooms 24-hour front desk Bar Parking,"Featuring 3-star accommodation, Hotel Europa is located in Tirana, 700 metres from Skanderbeg Square and 5.5 km from Dajti Ekspres Cable Car. With a bar, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Private parking is available on site.

Guest rooms in the hotel are equipped with a flat-screen TV with cable channels. At Hotel Europa each room is fitted with bed linen and towels.

The accommodation can conveniently provide information at the reception to help guests to get around the area.

Popular points of interest near Hotel Europa include Former Residence of Enver Hoxha, Rinia Park and House of Leaves. The nearest airport is Tirana International Mother Teresa Airport, 15 km from the hotel."
Albania,Albanien,Hotel Iliria,FourStar,Elbasan Street Tirana ,face masks for guests available thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies screens or physical barriers placed between staff and guests in appropriate areas mobile app for room service physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Key card access 24-hour security Shuttle service Picnic area Outdoor furniture coffee house on site Fruits Wine/champagne Accessible parking Parking garage secured parking Kid meals board games/puzzles parking on site Daily housekeeping shared lounge/TV area Lockers airport shuttle (additional charge) Trouser press Special diet menus (on request) shuttle service (additional charge) concierge service Sun terrace Snack Bar designated smoking area Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating Tour desk Car hire Packed lunches Soundproof rooms Currency exchange Valet parking Safety Deposit Box lift internet services Free parking Ironing service breakfast in the room Family rooms dry cleaning Laundry Business centre Airport shuttle Non-smoking rooms Terrace 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking,"Iliria Boutique Hotel features elegantly decorated accommodation with air conditioning, a flat-screen satellite TV and free Wi-Fi. Located in a stylish district of Tirana, the hotel is within a walking distance from several restaurants and diplomatic institutions. Free private parking is provided.

All accommodation units have a desk and a seating area. The private bathroom comes with shower.

A selection of Albanian dishes can be sampled in the hotels restaurant. Guests can relax and have a drink on the terrace.

Iliria Hotel front desk operates 24 hours a day and provides room service. Dry cleaning and ironing services are available.

Iliria Boutique Hotel is steps away from the biggest park in the city. The centre of Tirana and the Main Bus and Train Station are 1 km from the hotel. Tirana Airport is 15 km away. Payment before arrival via bank transfer is required. The property will contact you after you book to provide instructions."
Albania,Albanien,Ylli i Detit,ThreeStar,Shkembi I Kavajes DURRES ,Set menu lunch Breakfast buffet TV lounge Parasols Sun loungers Conference room Restaurant Bar Café Currency exchange facilities Hotel safe Laundry service Room service Safe Mini fridge TV Direct dial telephone Hairdryer Shower Visa MasterCard Diners Club Hotel,"Located right next to the private beach this hotel offers accommodation with balconies. 
The hotel has an on-site bar and a restaurant serving Mediterranean, Albanian and Italian dishes.
All the rooms are comfortable and well-equipped. 
A grocery shop is located 200 metres from the Hotel. The centre of Durres with the Durres Amphitheatre, the Villa of king Zog and the Old Town is about 7 km away.
A bus stop with lines to Durres and Kavaje is 50 metres away, while the Main Bus and Train Stations are at a distance of 7 km. The ferry port with lines to Bari and Ancona is about 6 km away. Tirana Airport is at a distance of 35 km."
Albania,Albanien,Ermiri Palace Hotel,FourStar,"Rruga e Kunes Shëngjin, 0 LEZHE ",Conference room Restaurant Bar Newspaper stand Multilingual staff Housekeeping Desk Minibar Cable TV TV Toiletries Shower Bathroom Visa MasterCard Hotel,"This hotel enjoys a great setting in Lezhe, within driving distance of the centre of Tirana. The hotel is located just 50 km away from Tirana Airport. The Main Bus Station is just 500 metres from the hotel, offering ease of access to other areas to be explored. This charming hotel welcomes visitors with warm hospitality and excellent service. The guest rooms are tastefully designed, featuring a simplistic, yet inviting, style. The hotel offers a number of excellent facilities and services, meeting the needs of every type of traveller. Those travelling for work purposes will appreciate the hotel's meeting and banquet hall. Guests can enjoy a wonderful breakfast in the mornings, for a great start to the day."
